Quantify Compound Summary Report 

Printed Mon Apr 19 16:14:00 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
3	3	TQS3_210326_003	testd std 3.125 ng/ml	5.59	243158	172272
4	4	TQS3_210326_004	Blank	5.33	36	
5	5	TQS3_210326_005	B3 Sta Blank	5.45	17	23
6	6	TQS3_210326_006	B3 Sta 0.625	5.62	45975	32498
7	7	TQS3_210326_007	B3 Sta 1.25	5.62	105221	70157
8	8	TQS3_210326_008	B3 Sta 3.125	5.62	259005	179554
9	9	TQS3_210326_009	B3 Sta 6.25	5.62	521146	356205
10	10	TQS3_210326_010	B3 Sta 12.5	5.62	984148	670090
11	11	TQS3_210326_011	B3 Sta 25	5.62	2133146	1452939
12	12	TQS3_210326_012	B3 Sta 50	5.62	4079218	2769972
13	13	TQS3_210326_013	20190415_C_E-LC	5.62	7318	5974
14	14	TQS3_210326_014	20190528_C_F-LC	5.64	773090	519721
15	15	TQS3_210326_015	20190615_W_1_9-LC	5.63	100466	68372
16	16	TQS3_210326_016	20200304_C_P-LC	5.63	107574	73024
17	17	TQS3_210326_017	20200820_C_C-LC	5.63	1061515	714994
18	18	TQS3_210326_018	20190511_C_G-LC	5.63	611454	413838
19	19	TQS3_210326_019	20190528_C_C-LC	5.63	39100	27999
20	20	TQS3_210326_020	20190819_C_K-LC	5.63	89449	59925
21	21	TQS3_210326_021	20190819_C_N-LC	5.64	94466	63660
22	22	TQS3_210326_022	20200304_C_Fg-LC	5.62	755	284
23	23	TQS3_210326_023	20200304_C_Hg-LC	5.45	24	49
24	24	TQS3_210326_024	20200304_C_Ht-LC	5.51	23	100
25	25	TQS3_210326_025	20200304_C_Kg-LC	5.53	185	36
26	26	TQS3_210326_026	20200820_C_E-LC	5.62	25830	17467
27	27	TQS3_210326_027	20200831_S_1_12-LC	5.63	1132268	770300
28	28	TQS3_210326_028	20190510_S_1_9-LC	5.62	1801033	1237537
29	29	TQS3_210326_029	20190511_C_I-LC	5.65	3844	550
30	30	TQS3_210326_030	20190511_C_J-LC	5.63	1853	948
31	31	TQS3_210326_031	20190511_C_K-LC	5.63	2011	3725
32	32	TQS3_210326_032	20190511_C_L-LC	5.63	2554	944
33	33	TQS3_210326_033	20190511_C_M-LC	5.63	1572	751
34	34	TQS3_210326_034	20190511_C_N-LC	5.63	9755034	7725208
35	35	TQS3_210326_035	20190511_C_O-LC	5.63	8472741	6169151
36	36	TQS3_210326_036	20190528_C_A-LC	5.63	3104803	2123925
37	37	TQS3_210326_037	20190528_C_B-LC	5.63	2146291	1476648
38	38	TQS3_210326_038	20190528_C_D-LC	5.64	7009	2771
39	39	TQS3_210326_039	20190528_C_E-LC	5.64	46892	31672
40	40	TQS3_210326_040	20190528_C_H-LC	5.63	8030586	5710547
41	41	TQS3_210326_041	20190606_W_1_2-LC	5.64	70133	47706
42	42	TQS3_210326_042	20190615_S_1_9-LC	5.63	373909	251880
43	43	TQS3_210326_043	20190819_C_J-LC	5.63	301158	207677
44	44	TQS3_210326_044	20190819_C_M-LC	5.63	364767	248673
45	45	TQS3_210326_045	20190819_C_P-LC	5.64	346243	235570
46	46	TQS3_210326_046	20190819_C_Q-LC	5.63	53074	34599
47	47	TQS3_210326_047	20200304_C_Eg-LC	5.62	272	88
48	48	TQS3_210326_048	20200304_C_Et-LC	5.64	1014	410
49	49	TQS3_210326_049	20200304_C_Ft-LC	5.49	33	42
50	50	TQS3_210326_050	20200304_C_Ig-LC	5.60	28	20
51	51	TQS3_210326_051	20200304_C_It-LC	5.48	47	61
52	52	TQS3_210326_052	20200304_C_Jg-LC	5.62	45	145
53	53	TQS3_210326_053	20200304_C_Jt-LC	5.44	9	25
54	54	TQS3_210326_054	20200304_C_Kt-LC	5.60	27	20
55	55	TQS3_210326_055	20200627_S_1_5-LC	5.64	838748	574127
56	56	TQS3_210326_056	20200701_S_1_12-LC	5.64	1136698	778830
57	57	TQS3_210326_057	20200812_S_1_12-LC	5.64	220588	149252
58	58	TQS3_210326_058	20200820_C_A-LC	5.64	26673	18567
59	59	TQS3_210326_059	20200820_C_B-LC	5.46	10	18
60	60	TQS3_210326_060	20200820_C_D-LC	5.61	60	26
61	61	TQS3_210326_061	20200820_C_Ft-LC	5.48	86	27
62	62	TQS3_210326_062	20190415_C_F-LC	5.63	5292	1955
63	63	TQS3_210326_063	Blank	5.63	60	24
64	64	TQS3_210326_064	B3 Sta Blank	5.62	23	42
65	65	TQS3_210326_065	B3 Sta 0.625	5.64	54288	36533
66	66	TQS3_210326_066	B3 Sta 1.25	5.64	110643	75289
67	67	TQS3_210326_067	B3 Sta 3.125	5.63	270869	186745
68	68	TQS3_210326_068	B3 Sta 6.25	5.64	553374	378572
69	69	TQS3_210326_069	B3 Sta 12.5	5.63	1057010	728500
70	70	TQS3_210326_070	B3 Sta 25	5.63	2267397	1541807
71	71	TQS3_210326_071	B3 Sta 50	5.63	4124019	2813709
72	72	TQS3_210326_072	Blank	5.61	35	43
73	73	TQS3_210326_073	B4 Sta Blank	5.48	16	17
74	74	TQS3_210326_074	B4 Sta 0.625	5.64	53666	36691
75	75	TQS3_210326_075	B4 Sta 1.25	5.62	50	37
76	76	TQS3_210326_076	B4 Sta 3.125	5.63	268689	184331
77	77	TQS3_210326_077	B4 Sta 6.25	5.63	529212	367952
78	78	TQS3_210326_078	B4 Sta 12.5	5.62	1097046	751070
79	79	TQS3_210326_079	B4 Sta 25	5.62	2182057	1495852
80	80	TQS3_210326_080	B4 Sta 50	5.63	4071168	2789501
81	81	TQS3_210326_081	20201008_W_1_12-LC	5.45	24	102
82	82	TQS3_210326_082	20201023_S_7-LC	5.63	413433	282858
83	83	TQS3_210326_083	20201023_S_8-LC	5.62	489007	335286
84	84	TQS3_210326_084	20190528_S_3-LC	5.62	1571031	1066373
85	85	TQS3_210326_085	20190528_S_4-LC	5.62	1597753	1095047
86	86	TQS3_210326_086	20190528_S_7-LC	5.62	1805397	1241280
87	87	TQS3_210326_087	20190528_S_8_12-LC	5.62	1662342	1146516
88	88	TQS3_210326_088	20190818_S_10_12-LC	5.62	240902	163820
89	89	TQS3_210326_089	20190818_S_2-LC	5.62	96283	64762
90	90	TQS3_210326_090	20190818_S_3-LC	5.61	93553	64932
91	91	TQS3_210326_091	20190818_S_4-LC	5.61	99284	68682
92	92	TQS3_210326_092	20190818_S_5-LC	5.61	123831	86443
93	93	TQS3_210326_093	20190818_S_6-LC	5.61	137929	96598
94	94	TQS3_210326_094	20190818_S_7-LC	5.61	216248	147434
95	95	TQS3_210326_095	20200617_S_1_4-LC	5.61	4147423	2827383
96	96	TQS3_210326_096	20200617_W_10_12-LC	5.62	95831	66113
97	97	TQS3_210326_097	20200617_W_6-LC	5.61	146766	101562
98	98	TQS3_210326_098	20200617_W_7-LC	5.62	141320	94645
99	99	TQS3_210326_099	20200617_W_8_9-LC	5.62	95312	63073
100	100	TQS3_210326_100	20200813_S_3-LC	5.62	657419	450769
101	101	TQS3_210326_101	20201023_S_1_2-LC	5.62	134377	93135
102	102	TQS3_210326_102	20201023_S_5-LC	5.62	282372	188907
103	103	TQS3_210326_103	20201023_S_6-LC	5.62	258556	178020
104	104	TQS3_210326_104	20190528_S_2-LC	5.62	636267	438011
105	105	TQS3_210326_105	20190528_S_5-LC	5.61	788979	538747
106	106	TQS3_210326_106	20190528_S_6-LC	5.61	926084	635675
107	107	TQS3_210326_107	20190818_S_1-LC	5.62	42507	29040
108	108	TQS3_210326_108	20190818_S_8_9-LC	5.62	104582	70857
109	109	TQS3_210326_109	20200617_S_8_9-LC	5.61	3234142	2187690
110	110	TQS3_210326_110	20190528_W_1-LC	5.61	131024	88819
111	111	TQS3_210326_111	20200813_S_4-LC	5.61	423262	287457
112	112	TQS3_210326_112	20200813_S_5-LC	5.61	386030	267429
113	113	TQS3_210326_113	20200813_S_6-LC	5.61	383536	263100
114	114	TQS3_210326_114	20200813_S_7-LC	5.61	307221	210358
115	115	TQS3_210326_115	20200813_S_8_12-LC	5.61	289024	199145
116	116	TQS3_210326_116	20200816_S_1-LC	5.61	275724	186720
117	117	TQS3_210326_117	20200816_S_2-LC	5.61	415200	282893
118	118	TQS3_210326_118	20200816_S_3-LC	5.61	494257	337866
119	119	TQS3_210326_119	20200816_S_4-LC	5.61	439646	301621
120	120	TQS3_210326_120	20200816_S_5-LC	5.61	467015	321939
121	121	TQS3_210326_121	20200924_S_1_9-LC	5.61	106534	72137
122	122	TQS3_210326_122	20201008_S_1_12-LC	5.61	96206	63271
123	123	TQS3_210326_123	20200617_S_10_12-LC	5.61	1549936	1048956
124	124	TQS3_210326_124	20200617_S_5-LC	5.61	2647598	1812865
125	125	TQS3_210326_125	20200617_S_6-LC	5.61	2232566	1538794
126	126	TQS3_210326_126	20200617_S_7-LC	5.61	2293892	1579711
127	127	TQS3_210326_127	20200813_S_1_2-LC	5.61	61337	41539
128	128	TQS3_210326_128	B4 Sta Blank	5.59	42	35
129	129	TQS3_210326_129	B4 Sta 0.625	5.61	53698	37030
130	130	TQS3_210326_130	B4 Sta 1.25	5.61	103600	71045
131	131	TQS3_210326_131	B4 Sta 3.125	5.62	276519	189139
132	132	TQS3_210326_132	B4 Sta 6.25	5.62	547247	378337
133	133	TQS3_210326_133	B4 Sta 12.5	5.62	1070314	737639
134	134	TQS3_210326_134	B4 Sta 25	5.62	2230135	1530536
135	135	TQS3_210326_135	B4 Sta 50	5.62	4055731	2764553

Compound 14:  Metribuzin

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	5.02	19515	16353
2	2	TQS3_210326_002	testd std 3.125 ng/ml	5.01	19032	13922
3	3	TQS3_210326_003	testd std 3.125 ng/ml	5.02	19183	14556
4	4	TQS3_210326_004	Blank			
5	5	TQS3_210326_005	B3 Sta Blank			
6	6	TQS3_210326_006	B3 Sta 0.625	5.04	3651	2645
7	7	TQS3_210326_007	B3 Sta 1.25	5.03	7997	6730
8	8	TQS3_210326_008	B3 Sta 3.125	5.04	21488	16534
9	9	TQS3_210326_009	B3 Sta 6.25	5.02	39470	33700
10	10	TQS3_210326_010	B3 Sta 12.5	5.03	83622	65371
11	11	TQS3_210326_011	B3 Sta 25	5.03	183512	144469
12	12	TQS3_210326_012	B3 Sta 50	5.03	360983	283932
13	13	TQS3_210326_013	20190415_C_E-LC	5.02	60	2
14	14	TQS3_210326_014	20190528_C_F-LC	5.05	13141	8772
15	15	TQS3_210326_015	20190615_W_1_9-LC	5.04	1776	1702
16	16	TQS3_210326_016	20200304_C_P-LC	5.01	27	62
17	17	TQS3_210326_017	20200820_C_C-LC	5.04	14463	11430
18	18	TQS3_210326_018	20190511_C_G-LC	5.05	3117	1817
19	19	TQS3_210326_019	20190528_C_C-LC	5.02	375	106
20	20	TQS3_210326_020	20190819_C_K-LC	4.96	16	88
21	21	TQS3_210326_021	20190819_C_N-LC	5.01	15	42
22	22	TQS3_210326_022	20200304_C_Fg-LC	5.08	13	18
23	23	TQS3_210326_023	20200304_C_Hg-LC	4.78	18	
24	24	TQS3_210326_024	20200304_C_Ht-LC			
25	25	TQS3_210326_025	20200304_C_Kg-LC	4.73	18	15
26	26	TQS3_210326_026	20200820_C_E-LC	5.03	23	9
27	27	TQS3_210326_027	20200831_S_1_12-LC	5.04	2628	1379
28	28	TQS3_210326_028	20190510_S_1_9-LC	5.03	13876	8953
29	29	TQS3_210326_029	20190511_C_I-LC	5.03	212	141
30	30	TQS3_210326_030	20190511_C_J-LC			
31	31	TQS3_210326_031	20190511_C_K-LC			
32	32	TQS3_210326_032	20190511_C_L-LC	5.07	17	33
33	33	TQS3_210326_033	20190511_C_M-LC	5.01	11	101
34	34	TQS3_210326_034	20190511_C_N-LC	5.04	77748	60749
35	35	TQS3_210326_035	20190511_C_O-LC	5.04	68992	52580
36	36	TQS3_210326_036	20190528_C_A-LC	5.05	18554	14244
37	37	TQS3_210326_037	20190528_C_B-LC	5.04	13943	12165
38	38	TQS3_210326_038	20190528_C_D-LC			
39	39	TQS3_210326_039	20190528_C_E-LC	5.07	15	23
40	40	TQS3_210326_040	20190528_C_H-LC	5.04	48015	36540
41	41	TQS3_210326_041	20190606_W_1_2-LC	5.01	27	27
42	42	TQS3_210326_042	20190615_S_1_9-LC	5.02	469	146
43	43	TQS3_210326_043	20190819_C_J-LC	5.02	388	48
44	44	TQS3_210326_044	20190819_C_M-LC	5.02	147	110
45	45	TQS3_210326_045	20190819_C_P-LC	5.01	61	164
46	46	TQS3_210326_046	20190819_C_Q-LC	5.03	427	193
47	47	TQS3_210326_047	20200304_C_Eg-LC			
48	48	TQS3_210326_048	20200304_C_Et-LC			
49	49	TQS3_210326_049	20200304_C_Ft-LC			
50	50	TQS3_210326_050	20200304_C_Ig-LC			
51	51	TQS3_210326_051	20200304_C_It-LC	4.73	21	22
52	52	TQS3_210326_052	20200304_C_Jg-LC			
53	53	TQS3_210326_053	20200304_C_Jt-LC	5.09	15	22
54	54	TQS3_210326_054	20200304_C_Kt-LC	5.08	21	15
55	55	TQS3_210326_055	20200627_S_1_5-LC	5.02	202	2574
56	56	TQS3_210326_056	20200701_S_1_12-LC	5.03	629	3956
57	57	TQS3_210326_057	20200812_S_1_12-LC	5.02	40	45
58	58	TQS3_210326_058	20200820_C_A-LC	4.74	17	16
59	59	TQS3_210326_059	20200820_C_B-LC			
60	60	TQS3_210326_060	20200820_C_D-LC			
61	61	TQS3_210326_061	20200820_C_Ft-LC			
62	62	TQS3_210326_062	20190415_C_F-LC	5.03	16	
63	63	TQS3_210326_063	Blank			
64	64	TQS3_210326_064	B3 Sta Blank			
65	65	TQS3_210326_065	B3 Sta 0.625	5.05	4215	3133
66	66	TQS3_210326_066	B3 Sta 1.25	5.04	8867	7176
67	67	TQS3_210326_067	B3 Sta 3.125	5.05	21868	17773
68	68	TQS3_210326_068	B3 Sta 6.25	5.04	45642	35563
69	69	TQS3_210326_069	B3 Sta 12.5	5.04	88322	71287
70	70	TQS3_210326_070	B3 Sta 25	5.04	191675	152409
71	71	TQS3_210326_071	B3 Sta 50	5.04	361763	284230
72	72	TQS3_210326_072	Blank			
73	73	TQS3_210326_073	B4 Sta Blank			
74	74	TQS3_210326_074	B4 Sta 0.625	5.04	4497	3451
75	75	TQS3_210326_075	B4 Sta 1.25			
76	76	TQS3_210326_076	B4 Sta 3.125	5.05	21997	16729
77	77	TQS3_210326_077	B4 Sta 6.25	5.03	43423	34729
78	78	TQS3_210326_078	B4 Sta 12.5	5.03	91398	72051
79	79	TQS3_210326_079	B4 Sta 25	5.03	186088	146698
80	80	TQS3_210326_080	B4 Sta 50	5.03	355360	279644
81	81	TQS3_210326_081	20201008_W_1_12-LC	5.02	20	36
82	82	TQS3_210326_082	20201023_S_7-LC	5.03	1096	305
83	83	TQS3_210326_083	20201023_S_8-LC	5.01	225	344
84	84	TQS3_210326_084	20190528_S_3-LC	5.04	14222	12275
85	85	TQS3_210326_085	20190528_S_4-LC	5.03	14515	10798
86	86	TQS3_210326_086	20190528_S_7-LC	5.03	17046	13475
87	87	TQS3_210326_087	20190528_S_8_12-LC	5.04	14396	4446
88	88	TQS3_210326_088	20190818_S_10_12-LC	4.99	16	57
89	89	TQS3_210326_089	20190818_S_2-LC	5.01	250	26
90	90	TQS3_210326_090	20190818_S_3-LC	5.00	111	41
91	91	TQS3_210326_091	20190818_S_4-LC	5.00	112	22
92	92	TQS3_210326_092	20190818_S_5-LC	5.01	74	100
93	93	TQS3_210326_093	20190818_S_6-LC	4.85	18	64
94	94	TQS3_210326_094	20190818_S_7-LC	4.99	19	41
95	95	TQS3_210326_095	20200617_S_1_4-LC	5.03	10955	9246
96	96	TQS3_210326_096	20200617_W_10_12-LC	5.00	28	136
97	97	TQS3_210326_097	20200617_W_6-LC	4.99	36	40
98	98	TQS3_210326_098	20200617_W_7-LC	4.99	14	115
99	99	TQS3_210326_099	20200617_W_8_9-LC	5.02	156	134
100	100	TQS3_210326_100	20200813_S_3-LC	5.00	281	2160
101	101	TQS3_210326_101	20201023_S_1_2-LC	5.02	63	219
102	102	TQS3_210326_102	20201023_S_5-LC	5.02	228	715
103	103	TQS3_210326_103	20201023_S_6-LC	5.01	169	243
104	104	TQS3_210326_104	20190528_S_2-LC	5.02	3165	3935
105	105	TQS3_210326_105	20190528_S_5-LC	5.03	4096	2950
106	106	TQS3_210326_106	20190528_S_6-LC	5.02	8846	2497
107	107	TQS3_210326_107	20190818_S_1-LC	5.01	18	28
108	108	TQS3_210326_108	20190818_S_8_9-LC	4.91	28	22
109	109	TQS3_210326_109	20200617_S_8_9-LC	5.02	3298	7665
110	110	TQS3_210326_110	20190528_W_1-LC	4.98	14	24
111	111	TQS3_210326_111	20200813_S_4-LC	5.01	1572	156
112	112	TQS3_210326_112	20200813_S_5-LC	5.01	813	729
113	113	TQS3_210326_113	20200813_S_6-LC	4.88	32	19
114	114	TQS3_210326_114	20200813_S_7-LC	5.00	186	56
115	115	TQS3_210326_115	20200813_S_8_12-LC	5.00	204	94
116	116	TQS3_210326_116	20200816_S_1-LC	4.99	13	43
117	117	TQS3_210326_117	20200816_S_2-LC	4.99	43	31
118	118	TQS3_210326_118	20200816_S_3-LC	4.99	24	157
119	119	TQS3_210326_119	20200816_S_4-LC	5.00	117	21
120	120	TQS3_210326_120	20200816_S_5-LC	4.99	105	75
121	121	TQS3_210326_121	20200924_S_1_9-LC	4.99	21	52
122	122	TQS3_210326_122	20201008_S_1_12-LC	5.00	47	53
123	123	TQS3_210326_123	20200617_S_10_12-LC	5.01	4608	1949
124	124	TQS3_210326_124	20200617_S_5-LC	5.01	2786	5201
125	125	TQS3_210326_125	20200617_S_6-LC	5.01	5186	2048
126	126	TQS3_210326_126	20200617_S_7-LC	5.02	5570	2642
127	127	TQS3_210326_127	20200813_S_1_2-LC	5.00	61	33
128	128	TQS3_210326_128	B4 Sta Blank			
129	129	TQS3_210326_129	B4 Sta 0.625	5.02	4018	3505
130	130	TQS3_210326_130	B4 Sta 1.25	5.02	8251	6779
131	131	TQS3_210326_131	B4 Sta 3.125	5.03	22418	17504
132	132	TQS3_210326_132	B4 Sta 6.25	5.03	44146	36709
133	133	TQS3_210326_133	B4 Sta 12.5	5.03	89004	71467
134	134	TQS3_210326_134	B4 Sta 25	5.03	190448	149670
135	135	TQS3_210326_135	B4 Sta 50	5.03	349724	281672

Compound 15:  Cyflufenamid A

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml	7.71	502785	231407
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.70	515299	250204
3	3	TQS3_210326_003	testd std 3.125 ng/ml	7.70	522600	247963
4	4	TQS3_210326_004	Blank	7.57	138	125
5	5	TQS3_210326_005	B3 Sta Blank	7.74	205	110
6	6	TQS3_210326_006	B3 Sta 0.625	7.71	101155	46200
7	7	TQS3_210326_007	B3 Sta 1.25	7.72	221242	102813
8	8	TQS3_210326_008	B3 Sta 3.125	7.71	567586	252478
9	9	TQS3_210326_009	B3 Sta 6.25	7.71	1139699	447604
10	10	TQS3_210326_010	B3 Sta 12.5	7.71	2148945	925299
11	11	TQS3_210326_011	B3 Sta 25	7.71	4603364	1954399
12	12	TQS3_210326_012	B3 Sta 50	7.71	7549396	3517908
13	13	TQS3_210326_013	20190415_C_E-LC	7.73	264361	108019
14	14	TQS3_210326_014	20190528_C_F-LC	7.73	1729	481
15	15	TQS3_210326_015	20190615_W_1_9-LC	7.71	650	314
16	16	TQS3_210326_016	20200304_C_P-LC	7.57	109	330
17	17	TQS3_210326_017	20200820_C_C-LC	7.71	198	333
18	18	TQS3_210326_018	20190511_C_G-LC	7.72	5020	1839
19	19	TQS3_210326_019	20190528_C_C-LC	7.57	29	190
20	20	TQS3_210326_020	20190819_C_K-LC	7.71	156	160
21	21	TQS3_210326_021	20190819_C_N-LC	7.61	51	45
22	22	TQS3_210326_022	20200304_C_Fg-LC	7.72	5787	2726
23	23	TQS3_210326_023	20200304_C_Hg-LC	7.71	5857	2622
24	24	TQS3_210326_024	20200304_C_Ht-LC	7.72	330293	127680
25	25	TQS3_210326_025	20200304_C_Kg-LC	7.72	18505	7383
26	26	TQS3_210326_026	20200820_C_E-LC	7.73	218	71
27	27	TQS3_210326_027	20200831_S_1_12-LC	7.60	69	99
28	28	TQS3_210326_028	20190510_S_1_9-LC	7.71	1131	525
29	29	TQS3_210326_029	20190511_C_I-LC	7.73	73286	29258
30	30	TQS3_210326_030	20190511_C_J-LC	7.72	98	135
31	31	TQS3_210326_031	20190511_C_K-LC	7.73	898708	349138
32	32	TQS3_210326_032	20190511_C_L-LC	7.73	1968580	761570
33	33	TQS3_210326_033	20190511_C_M-LC	7.74	2221	776
34	34	TQS3_210326_034	20190511_C_N-LC	7.72	771	78
35	35	TQS3_210326_035	20190511_C_O-LC	7.72	184	384
36	36	TQS3_210326_036	20190528_C_A-LC			
37	37	TQS3_210326_037	20190528_C_B-LC	7.64	57	149
38	38	TQS3_210326_038	20190528_C_D-LC	7.71	169	84
39	39	TQS3_210326_039	20190528_C_E-LC	7.72	148281	59454
40	40	TQS3_210326_040	20190528_C_H-LC	7.72	612	67
41	41	TQS3_210326_041	20190606_W_1_2-LC			
42	42	TQS3_210326_042	20190615_S_1_9-LC	7.72	28	165
43	43	TQS3_210326_043	20190819_C_J-LC			
44	44	TQS3_210326_044	20190819_C_M-LC	7.72	51	102
45	45	TQS3_210326_045	20190819_C_P-LC	7.72	35	80
46	46	TQS3_210326_046	20190819_C_Q-LC	7.74	234	45
47	47	TQS3_210326_047	20200304_C_Eg-LC	7.73	2648	1013
48	48	TQS3_210326_048	20200304_C_Et-LC	7.73	73571	30221
49	49	TQS3_210326_049	20200304_C_Ft-LC	7.73	61640	24497
50	50	TQS3_210326_050	20200304_C_Ig-LC	7.73	6551	3349
51	51	TQS3_210326_051	20200304_C_It-LC	7.73	132764	45831
52	52	TQS3_210326_052	20200304_C_Jg-LC	7.73	5993	2159
53	53	TQS3_210326_053	20200304_C_Jt-LC	7.73	32845	13684
54	54	TQS3_210326_054	20200304_C_Kt-LC	7.73	254722	105321
55	55	TQS3_210326_055	20200627_S_1_5-LC	7.73	2452	932
56	56	TQS3_210326_056	20200701_S_1_12-LC	7.73	483	248
57	57	TQS3_210326_057	20200812_S_1_12-LC	7.73	4972	2525
58	58	TQS3_210326_058	20200820_C_A-LC	7.73	76	45
59	59	TQS3_210326_059	20200820_C_B-LC	7.71	27	95
60	60	TQS3_210326_060	20200820_C_D-LC			
61	61	TQS3_210326_061	20200820_C_Ft-LC	7.72	273030	105802
62	62	TQS3_210326_062	20190415_C_F-LC	7.71	59635	23174
63	63	TQS3_210326_063	Blank			
64	64	TQS3_210326_064	B3 Sta Blank	7.71	81	79
65	65	TQS3_210326_065	B3 Sta 0.625	7.73	122072	48340
66	66	TQS3_210326_066	B3 Sta 1.25	7.73	254748	102002
67	67	TQS3_210326_067	B3 Sta 3.125	7.73	608979	248921
68	68	TQS3_210326_068	B3 Sta 6.25	7.73	1247788	513813
69	69	TQS3_210326_069	B3 Sta 12.5	7.73	2384126	966107
70	70	TQS3_210326_070	B3 Sta 25	7.73	5040557	2033877
71	71	TQS3_210326_071	B3 Sta 50	7.72	7725458	3565726
72	72	TQS3_210326_072	Blank	7.61	52	245
73	73	TQS3_210326_073	B4 Sta Blank	7.72	2808	949
74	74	TQS3_210326_074	B4 Sta 0.625	7.72	125201	50625
75	75	TQS3_210326_075	B4 Sta 1.25	7.72	67	45
76	76	TQS3_210326_076	B4 Sta 3.125	7.72	614420	254654
77	77	TQS3_210326_077	B4 Sta 6.25	7.72	1217167	495348
78	78	TQS3_210326_078	B4 Sta 12.5	7.71	2456899	1013431
79	79	TQS3_210326_079	B4 Sta 25	7.71	4855370	1970193
80	80	TQS3_210326_080	B4 Sta 50	7.72	7751097	3598444
81	81	TQS3_210326_081	20201008_W_1_12-LC	7.72	5086	1737
82	82	TQS3_210326_082	20201023_S_7-LC	7.72	2266	1315
83	83	TQS3_210326_083	20201023_S_8-LC	7.62	52	278
84	84	TQS3_210326_084	20190528_S_3-LC	7.60	54	60
85	85	TQS3_210326_085	20190528_S_4-LC	7.71	519	144
86	86	TQS3_210326_086	20190528_S_7-LC	7.72	490	247
87	87	TQS3_210326_087	20190528_S_8_12-LC	7.71	753	513
88	88	TQS3_210326_088	20190818_S_10_12-LC	7.69	319	132
89	89	TQS3_210326_089	20190818_S_2-LC	7.74	56	81
90	90	TQS3_210326_090	20190818_S_3-LC	7.71	237	52
91	91	TQS3_210326_091	20190818_S_4-LC	7.70	75	61
92	92	TQS3_210326_092	20190818_S_5-LC	7.64	64	334
93	93	TQS3_210326_093	20190818_S_6-LC	7.71	197	119
94	94	TQS3_210326_094	20190818_S_7-LC	7.57	81	52
95	95	TQS3_210326_095	20200617_S_1_4-LC	7.71	3963	1598
96	96	TQS3_210326_096	20200617_W_10_12-LC			
97	97	TQS3_210326_097	20200617_W_6-LC			
98	98	TQS3_210326_098	20200617_W_7-LC	7.70	58	78
99	99	TQS3_210326_099	20200617_W_8_9-LC	7.75	69	146
100	100	TQS3_210326_100	20200813_S_3-LC	7.70	1464	852
101	101	TQS3_210326_101	20201023_S_1_2-LC	7.71	3465	1548
102	102	TQS3_210326_102	20201023_S_5-LC	7.63	84	319
103	103	TQS3_210326_103	20201023_S_6-LC	7.58	98	100
104	104	TQS3_210326_104	20190528_S_2-LC	7.69	38	123
105	105	TQS3_210326_105	20190528_S_5-LC	7.69	99	95
106	106	TQS3_210326_106	20190528_S_6-LC	7.69	42	37
107	107	TQS3_210326_107	20190818_S_1-LC	7.57	96	80
108	108	TQS3_210326_108	20190818_S_8_9-LC	7.73	49	49
109	109	TQS3_210326_109	20200617_S_8_9-LC	7.70	1386	570
110	110	TQS3_210326_110	20190528_W_1-LC	7.73	83	162
111	111	TQS3_210326_111	20200813_S_4-LC	7.71	1137	246
112	112	TQS3_210326_112	20200813_S_5-LC	7.70	1086	223
113	113	TQS3_210326_113	20200813_S_6-LC	7.70	890	255
114	114	TQS3_210326_114	20200813_S_7-LC	7.70	635	269
115	115	TQS3_210326_115	20200813_S_8_12-LC	7.70	1118	291
116	116	TQS3_210326_116	20200816_S_1-LC	7.69	81	533
117	117	TQS3_210326_117	20200816_S_2-LC	7.71	148	72
118	118	TQS3_210326_118	20200816_S_3-LC	7.51	54	135
119	119	TQS3_210326_119	20200816_S_4-LC	7.70	83	58
120	120	TQS3_210326_120	20200816_S_5-LC	7.70	192	482
121	121	TQS3_210326_121	20200924_S_1_9-LC	7.55	54	170
122	122	TQS3_210326_122	20201008_S_1_12-LC	7.58	85	93
123	123	TQS3_210326_123	20200617_S_10_12-LC	7.70	1081	355
124	124	TQS3_210326_124	20200617_S_5-LC	7.71	572	134
125	125	TQS3_210326_125	20200617_S_6-LC	7.70	589	158
126	126	TQS3_210326_126	20200617_S_7-LC	7.62	62	270
127	127	TQS3_210326_127	20200813_S_1_2-LC	7.70	363	342
128	128	TQS3_210326_128	B4 Sta Blank	7.71	81	
129	129	TQS3_210326_129	B4 Sta 0.625	7.71	123903	51777
130	130	TQS3_210326_130	B4 Sta 1.25	7.71	245334	99942
131	131	TQS3_210326_131	B4 Sta 3.125	7.71	633181	264428
132	132	TQS3_210326_132	B4 Sta 6.25	7.71	1246824	517836
133	133	TQS3_210326_133	B4 Sta 12.5	7.71	2420109	1019965
134	134	TQS3_210326_134	B4 Sta 25	7.71	4942419	2053371
135	135	TQS3_210326_135	B4 Sta 50	7.72	7706760	3599774

Compound 16:  Cyflufenamid B

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210326_001	testd std 3.125 ng/ml			
2	2	TQS3_210326_002	testd std 3.125 ng/ml	7.40	16852	10166
